number,value,datetime_start,datetime_complete,duration,params_corr_top_n_k,params_elasticnet_alpha,params_elasticnet_l1,params_enet_cv,params_enet_fill,params_enet_l1_ratio,params_enet_max_iter,params_fa_comp,params_fast_screen_k,params_lasso_alpha,params_lgbm_alpha,params_lgbm_colsample,params_lgbm_lambda,params_lgbm_lr,params_lgbm_max_depth,params_lgbm_min_child,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_subsample,params_model,params_pca_comp,params_selector,params_step_size,params_train_window,params_variance_threshold,user_attrs_error_message,user_attrs_eval_mode,user_attrs_mae,user_attrs_mape,user_attrs_model,user_attrs_model_params,user_attrs_n_eval_points,user_attrs_n_features_input,user_attrs_n_features_used,user_attrs_n_folds,user_attrs_n_model_used_vars,user_attrs_n_raw_features,user_attrs_n_sel_features,user_attrs_n_trans_features,user_attrs_rmse,user_attrs_runtime_sec,user_attrs_seed,user_attrs_selector_method,user_attrs_selector_params,user_attrs_status,user_attrs_step_size,user_attrs_train_window,user_attrs_window_type,state
132,0.010714986152913794,2026-04-21 22:08:27.114698,2026-04-21 22:09:26.509883,0 days 00:00:59.395185,,,,5.0,mean,0.6655549225393823,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.5944920499759893e-06,,common_frequency,0.00633313506540122,131.46566387512402,elasticnet,"{""l1_ratio"": 0.6655549225393823, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010714986152913794,56.12,123,variance_filter,"{""threshold"": 1.5944920499759893e-06}",success,1,60,expanding,COMPLETE
133,0.010727591438466196,2026-04-21 22:09:26.645077,2026-04-21 22:10:25.232255,0 days 00:00:58.587178,,,,5.0,mean,0.7526403218416772,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,3.6663996311384825e-06,,common_frequency,0.006365076677736757,131.4615703166193,elasticnet,"{""l1_ratio"": 0.7526403218416772, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,282,287,282,287,0.010727591438466196,55.31,123,variance_filter,"{""threshold"": 3.6663996311384825e-06}",success,1,60,expanding,COMPLETE
134,0.010732197844776348,2026-04-21 22:10:25.363164,2026-04-21 22:11:23.404699,0 days 00:00:58.041535,,,,5.0,mean,0.23078490893280929,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,2.328236126712525e-06,,common_frequency,0.006377480979878211,131.81946556663723,elasticnet,"{""l1_ratio"": 0.23078490893280929, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,286,287,286,287,0.010732197844776348,54.68,123,variance_filter,"{""threshold"": 2.328236126712525e-06}",success,1,60,expanding,COMPLETE
135,0.011322457071128562,2026-04-21 22:11:23.534227,2026-04-21 22:11:53.877467,0 days 00:00:30.343240,,,,5.0,mean,0.6703797943550661,1000.0,,,,,,,,,,,,,elasticnet,13.0,pca,1,60,,,common_frequency,0.007970184627459583,154.65802195862312,elasticnet,"{""l1_ratio"": 0.6703797943550661, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,13,287,13,287,0.011322457071128562,27.05,123,pca,"{""n_components"": 13}",success,1,60,expanding,COMPLETE
136,0.010714510390687023,2026-04-21 22:11:54.053503,2026-04-21 22:12:52.652460,0 days 00:00:58.598957,,,,5.0,mean,0.6922732432973723,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.4148421030307686e-06,,common_frequency,0.006332812920312214,131.46190835941684,elasticnet,"{""l1_ratio"": 0.6922732432973723, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010714510390687023,55.2,123,variance_filter,"{""threshold"": 1.4148421030307686e-06}",success,1,60,expanding,COMPLETE
137,0.010723674994175585,2026-04-21 22:12:52.807884,2026-04-21 22:13:52.251446,0 days 00:00:59.443562,,,,5.0,mean,0.32716490346666915,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,80,1.8896760722246227e-06,,common_frequency,0.006337253195789772,131.38505919759714,elasticnet,"{""l1_ratio"": 0.32716490346666915, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010723674994175585,56.03,123,variance_filter,"{""threshold"": 1.8896760722246227e-06}",success,1,80,expanding,COMPLETE
138,0.010725276752117532,2026-04-21 22:13:52.385757,2026-04-21 22:14:45.409050,0 days 00:00:53.023293,,,,5.0,mean,0.3077346235628948,2000.0,,,,,,,,,,,,,elasticnet,,none,1,60,,,common_frequency,0.006338463341202943,131.40099551738396,elasticnet,"{""l1_ratio"": 0.3077346235628948, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010725276752117532,49.6,123,none,{},success,1,60,expanding,COMPLETE
139,0.01072549412338629,2026-04-21 22:14:45.555050,2026-04-21 22:15:44.802434,0 days 00:00:59.247384,,,,5.0,mean,0.29599624984351597,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.0687846155615897e-06,,common_frequency,0.006338400416467398,131.37922515604114,elasticnet,"{""l1_ratio"": 0.29599624984351597, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.01072549412338629,55.82,123,variance_filter,"{""threshold"": 1.0687846155615897e-06}",success,1,60,expanding,COMPLETE
140,0.010738544716732254,2026-04-21 22:15:44.932205,2026-04-21 22:16:06.374914,0 days 00:00:21.442709,,,,5.0,mean,0.21576774888469114,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,3,100,2.890552103479781e-06,,common_frequency,0.006390059981987222,131.71774561028087,elasticnet,"{""l1_ratio"": 0.21576774888469114, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,40,284,287,284,287,0.010738544716732254,18.06,123,variance_filter,"{""threshold"": 2.890552103479781e-06}",success,3,100,expanding,COMPLETE
141,0.010716731834840777,2026-04-21 22:16:06.552045,2026-04-21 22:16:26.563231,0 days 00:00:20.011186,,,,5.0,mean,0.5875262319081185,2000.0,,,,,,,,,,,,,elasticnet,,none,3,80,,,common_frequency,0.006334444335256244,131.48645585695857,elasticnet,"{""l1_ratio"": 0.5875262319081185, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,40,287,287,287,287,0.010716731834840777,16.74,123,none,{},success,3,80,expanding,COMPLETE
142,0.010712280749412438,2026-04-21 22:16:26.704421,2026-04-21 22:16:45.712662,0 days 00:00:19.008241,,,,5.0,mean,0.8526117435594268,2000.0,,,,,,,,,,,,,elasticnet,,none,3,80,,,common_frequency,0.006331204999703491,131.4421009410482,elasticnet,"{""l1_ratio"": 0.8526117435594268, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,40,287,287,287,287,0.010712280749412438,15.65,123,none,{},success,3,80,expanding,COMPLETE
143,0.010712768273826325,2026-04-21 22:16:45.850161,2026-04-21 22:17:04.800818,0 days 00:00:18.950657,,,,5.0,mean,0.8099137054311867,2000.0,,,,,,,,,,,,,elasticnet,,none,3,80,,,common_frequency,0.006331540428808001,131.44627799171525,elasticnet,"{""l1_ratio"": 0.8099137054311867, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,40,287,287,287,287,0.010712768273826325,15.59,123,none,{},success,3,80,expanding,COMPLETE
144,0.013336847958125248,2026-04-21 22:17:04.928852,2026-04-21 22:17:13.468218,0 days 00:00:08.539366,,0.019242636175033474,0.6610573951627945,5.0,mean,0.8256115961983087,2000.0,,,,,,,,,,,,,elasticnet,,elasticnet,3,80,,,common_frequency,0.008322113721744915,172.2962358840565,elasticnet,"{""l1_ratio"": 0.8256115961983087, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,40,5,287,5,287,0.013336847958125248,4.92,123,elasticnet,"{""alpha"": 0.019242636175033474, ""l1_ratio"": 0.6610573951627945}",success,3,80,expanding,COMPLETE
145,0.007423521690745188,2026-04-21 22:17:13.603370,2026-04-21 22:18:36.929252,0 days 00:01:23.325882,,,,5.0,zero,0.7623463355420873,1000.0,,98.0,,,,,,,,,,,elasticnet,,fast_screen,1,60,,,common_frequency,0.0049071960894170735,96.14707294570819,elasticnet,"{""l1_ratio"": 0.7623463355420873, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""zero""}",120,287,287,120,98,287,98,287,0.007423521690745188,79.77,123,fast_screen,"{""top_n"": 98}",success,1,60,expanding,COMPLETE
146,0.010709573198617203,2026-04-21 22:18:37.099115,2026-04-21 22:19:31.187676,0 days 00:00:54.088561,,,,5.0,mean,0.8903920486962311,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.237069703194829e-06,,common_frequency,0.006328986154556742,131.29576958421453,elasticnet,"{""l1_ratio"": 0.8903920486962311, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010709573198617203,50.65,123,variance_filter,"{""threshold"": 1.237069703194829e-06}",success,1,60,expanding,COMPLETE
147,0.010715636812787125,2026-04-21 22:19:31.334015,2026-04-21 22:20:25.888789,0 days 00:00:54.554774,,,,5.0,mean,0.540299782033187,2000.0,,,,,,,,,,,,,elasticnet,,none,1,80,,,common_frequency,0.0063334322704783255,131.35187144681234,elasticnet,"{""l1_ratio"": 0.540299782033187, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010715636812787125,50.62,123,none,{},success,1,80,expanding,COMPLETE
148,0.01468214020364207,2026-04-21 22:20:26.029193,2026-04-21 22:20:33.464826,0 days 00:00:07.435633,,,,,,,,,,,0.0004920694784786616,0.7668118768537162,0.002304564123313673,0.18766623278284453,10.0,41.0,428.0,56.0,0.6142728629831411,lightgbm,,variance_filter,3,60,0.00010650173427715414,,common_frequency,0.009397186368604569,176.6231797792478,lightgbm,"{""n_estimators"": 428, ""learning_rate"": 0.18766623278284453, ""num_leaves"": 56, ""max_depth"": 10, ""min_child_samples"": 41, ""subsample"": 0.6142728629831411, ""colsample_bytree"": 0.7668118768537162, ""reg_alpha"": 0.0004920694784786616, ""reg_lambda"": 0.002304564123313673}",120,287,287,40,230,287,230,287,0.01468214020364207,3.6,123,variance_filter,"{""threshold"": 0.00010650173427715414}",success,3,60,expanding,COMPLETE
149,0.010655939647698663,2026-04-21 22:20:33.597760,2026-04-21 22:21:32.708962,0 days 00:00:59.111202,,,,5.0,median,0.28169846758075545,5000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,5.919198980611273e-06,,common_frequency,0.00629007577841581,128.20458627715277,elasticnet,"{""l1_ratio"": 0.28169846758075545, ""cv"": 5, ""max_iter"": 5000, ""fill_strategy"": ""median""}",120,287,287,120,276,287,276,287,0.010655939647698663,55.7,123,variance_filter,"{""threshold"": 5.919198980611273e-06}",success,1,60,expanding,COMPLETE
